CONCISE NET LIST - 1  
GND_SIGNAL               C3_2_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C3_3_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C3_4_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C3_5_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C3_6_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C3_7_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C3_8_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C40              1        CAPCERSMDCL2_0603-10UF,6.3V
GND_SIGNAL               C43              1        CAPCERSMDCL2_0402-100NF,16V_GEN
GND_SIGNAL               C44              1        CAPCERSMDCL2_0603-10UF,6.3V
GND_SIGNAL               C47              2        CAPCERSMDCL2_1210-10UF,25V
GND_SIGNAL               C48              2        CAPCERSMDCL2_1210-10UF,25V
GND_SIGNAL               C4_1             1        CAPCERSMDCL2_0402-100NF,16V_GEN
GND_SIGNAL               C4_1_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C4_2_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C4_3_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C4_4_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C4_5_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C4_6_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C4_7_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C4_8_1           1        CAPCERSMDCL2_0603-100NF,16V
GND_SIGNAL               C5_1             1        CAPCERSMDCL2_0402-100NF,16V_GEN
GND_SIGNAL               C5_1_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C5_2_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C5_3_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C5_4_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C5_5_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C5_6_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C5_7_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C5_8_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C6_1             1        CAPCERSMDCL2_0402-100NF,16V_GEN
GND_SIGNAL               C6_1_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C6_2_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C6_3_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C6_4_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C6_5_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C6_6_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C6_7_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C6_8_1           1        CAPCERSMDCL1_0603-180PF,50V
GND_SIGNAL               C7_1             1        CAPCERSMDCL2_0402-100NF,16V_GEN
GND_SIGNAL               C8_1             1        CAPCERSMDCL2_0402-100NF,16V_GEN
GND_SIGNAL               C9_1             1        CAPCERSMDCL2_0402-100NF,16V_GEN
GND_SIGNAL               IC1              4        TPS5200DRCT-GND=GND_SIGNAL
GND_SIGNAL               IC2              4        TPS5200DRCT-GND=GND_SIGNAL
GND_SIGNAL               IC3              24       SI5326A-C-GM-GND=GND_SIGNAL,VDA
GND_SIGNAL               IC3              25       SI5326A-C-GM-GND=GND_SIGNAL,VDA
GND_SIGNAL               IC3              26       SI5326A-C-GM-GND=GND_SIGNAL,VDA
GND_SIGNAL               IC3              36       SI5326A-C-GM-GND=GND_SIGNAL,VDA
GND_SIGNAL               J1               3        CON14P-MOLEX_87831
GND_SIGNAL               J1               5        CON14P-MOLEX_87831
GND_SIGNAL               J1               7        CON14P-MOLEX_87831
GND_SIGNAL               J1               9        CON14P-MOLEX_87831
