STUFF LIST - 1  
1-HOLE_0-4-BASE                           LK16            
1-HOLE_0-4-BASE                           LK17            
1-HOLE_0-4-BASE                           LK18            
1-HOLE_0-4-BASE                           LK19            
1-HOLE_0-4-BASE                           LK20            

----------------

1-HOLE_1-0-BASE                           LK1             
1-HOLE_1-0-BASE                           LK2             
1-HOLE_1-0-BASE                           LK3             
1-HOLE_1-0-BASE                           LK4             
1-HOLE_1-0-BASE                           LK5             
1-HOLE_1-0-BASE                           LK6             
1-HOLE_1-0-BASE                           LK7             
1-HOLE_1-0-BASE                           LK8             
1-HOLE_1-0-BASE                           LK9             
1-HOLE_1-0-BASE                           LK21            
1-HOLE_1-0-BASE                           LK22            
1-HOLE_1-0-BASE                           LK23            
1-HOLE_1-0-BASE                           LK24            
1-HOLE_1-0-BASE                           LK25            
1-HOLE_1-0-BASE                           LK26            
1-HOLE_1-0-BASE                           LK27            

----------------

1-HOLE_M3-BASE                            LK1_2           
1-HOLE_M3-BASE                            LK2_2           
1-HOLE_M3-BASE                            LK3_2           
1-HOLE_M3-BASE                            LK4_2           

----------------

CAPCERSMDCL2_0402-100NF,16V_GEN CC0402_100NF_16V_10%_X7R C38             
CAPCERSMDCL2_0402-100NF,16V_GEN CC0402_100NF_16V_10%_X7R C3_1            
CAPCERSMDCL2_0402-100NF,16V_GEN CC0402_100NF_16V_10%_X7R C43             
CAPCERSMDCL2_0402-100NF,16V_GEN CC0402_100NF_16V_10%_X7R C4_1            
CAPCERSMDCL2_0402-100NF,16V_GEN CC0402_100NF_16V_10%_X7R C5_1            
CAPCERSMDCL2_0402-100NF,16V_GEN CC0402_100NF_16V_10%_X7R C6_1            
CAPCERSMDCL2_0402-100NF,16V_GEN CC0402_100NF_16V_10%_X7R C7_1            
CAPCERSMDCL2_0402-100NF,16V_GEN CC0402_100NF_16V_10%_X7R C8_1            
CAPCERSMDCL2_0402-100NF,16V_GEN CC0402_100NF_16V_10%_X7R C9_1            

----------------

CAPCERSMDCL2_0402-1UF,16V CC0402_1UF0_16V_10%_X5R  C15             
CAPCERSMDCL2_0402-1UF,16V CC0402_1UF0_16V_10%_X5R  C16             
CAPCERSMDCL2_0402-1UF,16V CC0402_1UF0_16V_10%_X5R  C17             
CAPCERSMDCL2_0402-1UF,16V CC0402_1UF0_16V_10%_X5R  C18             
CAPCERSMDCL2_0402-1UF,16V CC0402_1UF0_16V_10%_X5R  C20             
CAPCERSMDCL2_0402-1UF,16V CC0402_1UF0_16V_10%_X5R  C28             
CAPCERSMDCL2_0402-1UF,16V CC0402_1UF0_16V_10%_X5R  C29             
CAPCERSMDCL2_0402-1UF,16V CC0402_1UF0_16V_10%_X5R  C31             

----------------

CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C11_1           
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C12_1           
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C3_1_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C3_2_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C3_3_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C3_4_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C3_5_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C3_6_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C3_7_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C3_8_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C41             
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C42             
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C45             
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C46             
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C4_1_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C4_2_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C4_3_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C4_4_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C4_5_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C4_6_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C4_7_1          
CAPCERSMDCL2_0603-100NF,16V CC0603_100NF_16V_10%_X7R C4_8_1          

----------------

CAPCERSMDCL2_0603-10UF,6.3V CC0603_10UF_6V3_20%_X5R  C35             
CAPCERSMDCL2_0603-10UF,6.3V CC0603_10UF_6V3_20%_X5R  C39             
CAPCERSMDCL2_0603-10UF,6.3V CC0603_10UF_6V3_20%_X5R  C40             
CAPCERSMDCL2_0603-10UF,6.3V CC0603_10UF_6V3_20%_X5R  C44             

----------------

CAPCERSMDCL2_0603-22UF,4V CC0603_22UF_4V_20%_X5R   C21             
CAPCERSMDCL2_0603-22UF,4V CC0603_22UF_4V_20%_X5R   C27             
CAPCERSMDCL2_0603-22UF,4V CC0603_22UF_4V_20%_X5R   C32             
CAPCERSMDCL2_0603-22UF,4V CC0603_22UF_4V_20%_X5R   C34             

----------------

CAPCERSMDCL2_0805-22UF_X7R,10VA CC0805_22UF_10V_10%_X7R  C1              
CAPCERSMDCL2_0805-22UF_X7R,10VA CC0805_22UF_10V_10%_X7R  C2              
CAPCERSMDCL2_0805-22UF_X7R,10VA CC0805_22UF_10V_10%_X7R  C3              
CAPCERSMDCL2_0805-22UF_X7R,10VA CC0805_22UF_10V_10%_X7R  C4              
CAPCERSMDCL2_0805-22UF_X7R,10VA CC0805_22UF_10V_10%_X7R  C5              
CAPCERSMDCL2_0805-22UF_X7R,10VA CC0805_22UF_10V_10%_X7R  C6              
CAPCERSMDCL2_0805-22UF_X7R,10VA CC0805_22UF_10V_10%_X7R  C7              
CAPCERSMDCL2_0805-22UF_X7R,10VA CC0805_22UF_10V_10%_X7R  C8              
CAPCERSMDCL2_0805-22UF_X7R,10VA CC0805_22UF_10V_10%_X7R  C12             
CAPCERSMDCL2_0805-22UF_X7R,10VA CC0805_22UF_10V_10%_X7R  C14             

----------------

CAPCERSMDCL2_1210-10UF,25V CC1210_10uF_25V_10%_X7R  C47             
CAPCERSMDCL2_1210-10UF,25V CC1210_10uF_25V_10%_X7R  C48             

----------------

CON14P-MOLEX_87831 87831-1420               J1              

----------------

CON19P-HDMI-19-01-X-SM-GND=GNDA HDMI-19-01-X-SM          J11             

----------------

CON20P_SFP-1367073-1 1367073-1                J7              
CON20P_SFP-1367073-1 1367073-1                J8              

----------------

CON2P-MSTBVA2.5-2 1796555                  J2              

----------------

CON34P-3M_2534_60 2534-60XXXX              J9              

----------------

CON3P-SIL254D    MTLW-103-07-L-S-250      J3              
CON3P-SIL254D    MTLW-103-07-L-S-250      J4              
CON3P-SIL254D    MTLW-103-07-L-S-250      J5              
CON3P-SIL254D    MTLW-103-07-L-S-250      J10             
CON3P-SIL254D    MTLW-103-07-L-S-250      J12             
CON3P-SIL254D    MTLW-103-07-L-S-250      J13             
CON3P-SIL254D    MTLW-103-07-L-S-250      J14             
CON3P-SIL254D    MTLW-103-07-L-S-250      J15             

----------------

CONABC96-09 03 196 6921 09 03 196 6921           J6              

----------------

FERRITE_C0805-LI0805H121R-10,LA LI0805H121R-10           L1              
FERRITE_C0805-LI0805H121R-10,LA LI0805H121R-10           L2              
FERRITE_C0805-LI0805H121R-10,LA LI0805H121R-10           L3              
FERRITE_C0805-LI0805H121R-10,LA LI0805H121R-10           L4              
FERRITE_C0805-LI0805H121R-10,LA LI0805H121R-10           L5              
FERRITE_C0805-LI0805H121R-10,LA LI0805H121R-10           L6              

----------------

FERRITE_SMD-10Z,ILBB_0603 ILBB-0603-10             L9              
FERRITE_SMD-10Z,ILBB_0603 ILBB-0603-10             L10             

----------------

FERRITE_SMD-7427511,WURTH 7427511                  L7              

----------------

FERRITE_SMD-MPZ1608S331A,TDK MPZ1608S331A             L8              

----------------

FXO-LC725-125-GND=GND_SIGNAL,VA FXO-LC725-125            QZ1             

----------------

LED-HSMG-C150    HSMG-C150                LD5             

----------------

LED-HSMH-C150    HSMH-C150                LD3             
LED-HSMH-C150    HSMH-C150                LD6             

----------------

LED-HSMY-C150    HSMY-C150                LD4             

----------------

LM4041_1V2_SOT   08.57.51.LM4041_1V2      Z1              

----------------

LT1963EQ-1.8V-GND=GND_SIGNAL LT1963EQ-1.8             REG3            

----------------

LT1963EQ-2.5V-GND=GND_SIGNAL LT1963EQ-2.5             REG2            

----------------

LT1963EQ-3.3V-GND=GND_SIGNAL LT1963EQ-3.3             REG1            

----------------

LTM9007_CY_BGA-LINEAR LTM9007CY-14#PBF         U1_1            

----------------

R4ISMD_1206-33   776-610                  RZ1             

----------------

R4ISMD_1206-4.7K 776-749                  RZ2             

----------------

RES_SR_LVK12-0.05,1% LVK12R050FER             R2              
RES_SR_LVK12-0.05,1% LVK12R050FER             R3              
RES_SR_LVK12-0.05,1% LVK12R050FER             R4              

----------------

RSMD0402_0.0625W-XX,1% R0402_XX_1%_0.063W       R3_1            

----------------

RSMD0402_1/16W-0R0,1% R0402_0R_1%_0.063W_100PPM R2_1            

----------------

RSMD0603_-00,    R0603_00_JUMPER          R24             
RSMD0603_-00,    R0603_00_JUMPER          R25             
RSMD0603_-00,    R0603_00_JUMPER          R26             

----------------

RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R1              
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R1_1            
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R3_1_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R3_2_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R3_3_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R3_4_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R3_5_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R3_6_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R3_7_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R3_8_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R4_1_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R4_2_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R4_3_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R4_4_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R4_5_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R4_6_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R4_7_1          
RSMD0603_1/10W-100,1% R0603_100R_1%_0.1W_100PPM R4_8_1          

----------------

RSMD0603_1/10W-130,1% R0603_130R_1%_0.1W_100PPM R13             
RSMD0603_1/10W-130,1% R0603_130R_1%_0.1W_100PPM R17             

----------------

RSMD0603_1/10W-150,1% R0603_150R_1%_0.1W_100PPM R9              
RSMD0603_1/10W-150,1% R0603_150R_1%_0.1W_100PPM R10             

----------------

RSMD0603_1/10W-1K,1% R0603_1K_1%_0.1W_100PPM  R11             
RSMD0603_1/10W-1K,1% R0603_1K_1%_0.1W_100PPM  R12             
RSMD0603_1/10W-1K,1% R0603_1K_1%_0.1W_100PPM  R15             
RSMD0603_1/10W-1K,1% R0603_1K_1%_0.1W_100PPM  R16             
RSMD0603_1/10W-1K,1% R0603_1K_1%_0.1W_100PPM  R19             
RSMD0603_1/10W-1K,1% R0603_1K_1%_0.1W_100PPM  R20             
RSMD0603_1/10W-1K,1% R0603_1K_1%_0.1W_100PPM  R21             
RSMD0603_1/10W-1K,1% R0603_1K_1%_0.1W_100PPM  R22             
RSMD0603_1/10W-1K,1% R0603_1K_1%_0.1W_100PPM  R23             
RSMD0603_1/10W-1K,1% R0603_1K_1%_0.1W_100PPM  R27             
RSMD0603_1/10W-1K,1% R0603_1K_1%_0.1W_100PPM  R28             
RSMD0603_1/10W-1K,1% R0603_1K_1%_0.1W_100PPM  R29             

----------------

RSMD0603_1/10W-220,1% R0603_220R_1%_0.1W_100PPM R5              

----------------

RSMD0603_1/10W-390,1% R0603_390R_1%_0.1W_100PPM R7              

----------------

RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R1_1_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R1_2_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R1_3_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R1_4_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R1_5_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R1_6_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R1_7_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R1_8_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R2_1_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R2_2_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R2_3_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R2_4_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R2_5_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R2_6_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R2_7_1          
RSMD0603_1/10W-51,1% R0603_51R_1%_0.1W_100PPM R2_8_1          

----------------

RSMD0603_1/10W-510,1% R0603_510R_1%_0.1W_100PPM R8              

----------------

RSMD0603_1/10W-68,1% R0603_68R_1%_0.1W_100PPM R6              

----------------

RSMD0603_1/10W-82,1% R0603_82R_1%_0.1W_100PPM R14             
RSMD0603_1/10W-82,1% R0603_82R_1%_0.1W_100PPM R18             

----------------

SFP_CAGE-6367034-1-GND=GND_SIGA 6367034-1                SFP1            
SFP_CAGE-6367034-1-GND=GND_SIGA 6367034-1                SFP3            

----------------

SFP_CAGE-6367035-1-GND=GND_SIGA 6367035-1                SFP2            
SFP_CAGE-6367035-1-GND=GND_SIGA 6367035-1                SFP4            

----------------

SI5326A-C-GM-GND=GND_SIGNAL,VDA Si5326A-C-GM             IC3             

----------------

SK_SATA_SMD_STR-MOLEX Molex 67800-5025         U1              
SK_SATA_SMD_STR-MOLEX Molex 67800-5025         U2              

----------------

SN74LVC1G07DCK-GND=GND_SIGNAL,A SN74LVC1G07DCK           IC4             

----------------

SW4INT-1571983-4 1571983-4                SW1             

----------------

TPS5200DRCT-GND=GND_SIGNAL TPS51200DRCT             IC1             
TPS5200DRCT-GND=GND_SIGNAL TPS51200DRCT             IC2             

----------------

TRENZ_TE0712_JB1                          JB1             

----------------

TRENZ_TE0712_JB2                          JB2             

----------------

TRENZ_TE0712_JB3                          JB3             

----------------

END STUFF LIST
